timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T10:31:56,1.03,535748608,33021190144,1.62,30689,10164,0,0
2026-06-22T10:32:00,215.66,653115392,33021190144,1.98,463227,299585,0,0
2026-06-22T10:32:06,78.88,697708544,33021190144,2.11,1354546,1246712,0,0
2026-06-22T10:32:12,75.06,712183808,33021190144,2.16,2354307,2220063,0,0
2026-06-22T10:32:18,32.39,717869056,33021190144,2.17,3002127,2914344,0,0
2026-06-22T10:32:24,54.25,721231872,33021190144,2.18,3744866,3666393,0,0
2026-06-22T10:32:30,36.65,724197376,33021190144,2.19,4728573,4741003,0,0
2026-06-22T10:32:36,40.26,727273472,33021190144,2.20,5558329,5712452,0,0
2026-06-22T10:32:42,29.60,735064064,33021190144,2.23,6277187,6581752,0,0
2026-06-22T10:32:48,19.07,728973312,33021190144,2.21,7265584,7689430,0,0
2026-06-22T10:32:54,19.73,729546752,33021190144,2.21,7947110,8470926,0,0
2026-06-22T10:33:00,18.75,730906624,33021190144,2.21,8488747,9215973,0,0
2026-06-22T10:33:06,17.71,729919488,33021190144,2.21,9295980,10093431,0,0
2026-06-22T10:33:12,38.08,731340800,33021190144,2.21,10026503,10997040,0,0
2026-06-22T10:33:18,47.30,736169984,33021190144,2.23,10680168,11730617,0,0
2026-06-22T10:33:24,27.55,735014912,33021190144,2.23,11436246,12643842,0,0
2026-06-22T10:33:30,36.46,739266560,33021190144,2.24,12192670,13498256,0,0
2026-06-22T10:33:36,11.33,744628224,33021190144,2.26,12932394,14385154,0,0
2026-06-22T10:33:42,12.87,737599488,33021190144,2.23,13851973,15363863,0,0
2026-06-22T10:33:48,19.27,739037184,33021190144,2.24,14684869,16371958,0,0
2026-06-22T10:33:54,10.80,738074624,33021190144,2.24,15433625,17288411,0,0
