timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T10:31:56,40.42,1172250624,33021190144,3.55,8129593,925811,0,0
2026-06-22T10:32:00,544.99,1361838080,33021190144,4.12,8367669,1476564,0,0
2026-06-22T10:32:06,577.23,1348595712,33021190144,4.08,8675590,2149155,0,0
2026-06-22T10:32:12,602.42,1353203712,33021190144,4.10,8994332,2811975,0,0
2026-06-22T10:32:18,546.65,1352384512,33021190144,4.10,9292492,3350098,0,0
2026-06-22T10:32:24,531.45,1352929280,33021190144,4.10,9588538,3983058,0,0
2026-06-22T10:32:30,558.12,1359011840,33021190144,4.12,9913312,4682682,0,0
2026-06-22T10:32:36,582.45,1428783104,33021190144,4.33,10255084,5415584,0,0
2026-06-22T10:32:42,566.37,1361526784,33021190144,4.12,10544016,6010564,0,0
2026-06-22T10:32:48,569.12,1384484864,33021190144,4.19,10917755,6835812,0,0
2026-06-22T10:32:54,566.06,1382342656,33021190144,4.19,11221057,7363062,0,0
2026-06-22T10:33:00,544.86,1400729600,33021190144,4.24,11490026,7874730,0,0
2026-06-22T10:33:06,554.37,1406033920,33021190144,4.26,11813516,8574516,0,0
2026-06-22T10:33:12,564.99,1391788032,33021190144,4.21,12092150,9181193,0,0
2026-06-22T10:33:18,553.68,1391833088,33021190144,4.21,12372809,9720369,0,0
2026-06-22T10:33:24,544.07,1437171712,33021190144,4.35,12704162,10401252,0,0
2026-06-22T10:33:30,629.18,1411506176,33021190144,4.27,12986914,11045714,0,0
2026-06-22T10:33:36,581.13,1402302464,33021190144,4.25,13380591,11876680,0,0
2026-06-22T10:33:42,608.40,1439391744,33021190144,4.36,13674244,12534256,0,0
2026-06-22T10:33:48,600.22,1429086208,33021190144,4.33,14014155,13207575,0,0
2026-06-22T10:33:54,589.63,1463345152,33021190144,4.43,14357341,13821616,0,0
