timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T05:54:01,45.83,49651712,33021190144,0.15,2087914,453290,0,0
2026-06-22T05:54:09,98.07,57135104,33021190144,0.17,14824879,3111892,0,0
2026-06-22T05:54:17,99.22,67670016,33021190144,0.20,36371552,7496918,0,0
2026-06-22T05:54:25,101.37,77873152,33021190144,0.24,63594557,12865012,0,0
2026-06-22T05:54:33,101.24,90939392,33021190144,0.28,90798183,18223678,0,0
2026-06-22T05:54:41,101.03,96706560,33021190144,0.29,116815499,23365564,0,0
2026-06-22T05:54:49,100.78,98246656,33021190144,0.30,142501943,28294129,0,0
2026-06-22T05:54:57,100.77,97796096,33021190144,0.30,167250166,33113673,0,0
2026-06-22T05:55:05,101.45,98877440,33021190144,0.30,191908702,37826320,0,0
2026-06-22T05:55:13,99.82,98861056,33021190144,0.30,215579752,42522565,0,0
2026-06-22T05:55:21,99.17,100106240,33021190144,0.30,239911600,47182081,0,0
2026-06-22T05:55:29,100.00,100323328,33021190144,0.30,262423826,51656874,0,0
2026-06-22T05:55:37,101.49,100417536,33021190144,0.30,286172902,56241334,0,0
2026-06-22T05:55:45,100.97,100462592,33021190144,0.30,309398319,60728787,0,0
2026-06-22T05:55:53,100.21,100941824,33021190144,0.31,333519065,65202844,0,0
