timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T05:53:55,0.26,583622656,33021190144,1.77,44760,44977,0,0
2026-06-22T05:54:01,415.64,672284672,33021190144,2.04,5492786,7468346,0,0
2026-06-22T05:54:09,428.04,710529024,33021190144,2.15,23073746,32907953,0,0
2026-06-22T05:54:17,260.00,725057536,33021190144,2.20,50123619,72540418,0,0
2026-06-22T05:54:25,173.22,736231424,33021190144,2.23,81250587,118560543,0,0
2026-06-22T05:54:33,148.64,741830656,33021190144,2.25,112171338,164259709,0,0
2026-06-22T05:54:41,161.55,750895104,33021190144,2.27,142387240,208452476,0,0
2026-06-22T05:54:49,132.60,787300352,33021190144,2.38,171578691,251953137,0,0
2026-06-22T05:54:57,178.41,803069952,33021190144,2.43,199828056,293720809,0,0
2026-06-22T05:55:05,130.47,795222016,33021190144,2.41,228792314,336130753,0,0
2026-06-22T05:55:13,178.18,796123136,33021190144,2.41,256995311,377363441,0,0
2026-06-22T05:55:21,108.06,813826048,33021190144,2.46,284621444,417434020,0,0
2026-06-22T05:55:29,136.72,814264320,33021190144,2.47,312425452,458138334,0,0
2026-06-22T05:55:37,122.29,814374912,33021190144,2.47,340034507,498358441,0,0
2026-06-22T05:55:45,132.20,814452736,33021190144,2.47,367774180,538502882,0,0
2026-06-22T05:55:53,144.39,814592000,33021190144,2.47,397588417,581393405,0,0
