timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T10:40:46,59.91,1211248640,33021190144,3.67,8121734,898598,0,0
2026-06-22T10:40:50,474.15,1364619264,33021190144,4.13,8344919,1368389,0,0
2026-06-22T10:40:56,531.48,1368227840,33021190144,4.14,8631267,1961456,0,0
2026-06-22T10:41:02,533.76,1346531328,33021190144,4.08,8908748,2583760,0,0
2026-06-22T10:41:08,603.11,1374896128,33021190144,4.16,9153400,3137603,0,0
2026-06-22T10:41:14,570.12,1360084992,33021190144,4.12,9468350,3803070,0,0
2026-06-22T10:41:20,582.31,1353748480,33021190144,4.10,9734140,4288890,0,0
2026-06-22T10:41:26,604.39,1354256384,33021190144,4.10,10008029,4827672,0,0
2026-06-22T10:41:32,586.82,1373990912,33021190144,4.16,10259166,5280010,0,0
2026-06-22T10:41:38,581.48,1364914176,33021190144,4.13,10531982,5787580,0,0
2026-06-22T10:41:44,572.17,1379151872,33021190144,4.18,10779921,6290894,0,0
2026-06-22T10:41:50,558.69,1380933632,33021190144,4.18,11010485,6724306,0,0
2026-06-22T10:41:56,534.40,1377648640,33021190144,4.17,11273576,7282661,0,0
2026-06-22T10:42:02,551.61,1364992000,33021190144,4.13,11558793,7925929,0,0
2026-06-22T10:42:08,501.56,1381036032,33021190144,4.18,11888499,8591040,0,0
2026-06-22T10:42:14,518.44,1407279104,33021190144,4.26,12184085,9211856,0,0
2026-06-22T10:42:20,528.75,1387266048,33021190144,4.20,12491036,9878230,0,0
2026-06-22T10:42:26,609.90,1395634176,33021190144,4.23,12752030,10432094,0,0
2026-06-22T10:42:32,603.44,1406746624,33021190144,4.26,13160958,11332504,0,0
2026-06-22T10:42:38,607.58,1407062016,33021190144,4.26,13400949,11833329,0,0
2026-06-22T10:42:44,576.51,1396359168,33021190144,4.23,13848735,12379864,0,0
