timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T06:00:28,0.37,559132672,33021190144,1.69,45134,44977,0,0
2026-06-22T06:00:34,360.80,634863616,33021190144,1.92,5656224,7735070,0,0
2026-06-22T06:00:43,392.90,675803136,33021190144,2.05,22549182,32224312,0,0
2026-06-22T06:00:51,335.01,687505408,33021190144,2.08,44658392,64235330,0,0
2026-06-22T06:00:59,146.66,720117760,33021190144,2.18,70219643,101788499,0,0
2026-06-22T06:01:07,155.88,716382208,33021190144,2.17,98199100,142936621,0,0
2026-06-22T06:01:15,153.80,714440704,33021190144,2.16,125970893,184002315,0,0
2026-06-22T06:01:23,158.14,784830464,33021190144,2.38,153612270,224869286,0,0
2026-06-22T06:01:31,123.33,789368832,33021190144,2.39,181475338,266250053,0,0
2026-06-22T06:01:39,129.82,786075648,33021190144,2.38,209602852,307663302,0,0
2026-06-22T06:01:47,124.50,795533312,33021190144,2.41,237323482,348643981,0,0
2026-06-22T06:01:55,123.87,795795456,33021190144,2.41,265964893,391436714,0,0
2026-06-22T06:02:03,120.67,795795456,33021190144,2.41,294334121,433231399,0,0
2026-06-22T06:02:11,126.59,797700096,33021190144,2.42,322139889,473810002,0,0
2026-06-22T06:02:19,121.28,797884416,33021190144,2.42,349058695,513375827,0,0
2026-06-22T06:02:27,136.75,798097408,33021190144,2.42,376841394,553659915,0,0
