Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,DELETE /api/orders/{id},2567,0,3200,3496.651541982809,24.93509100168012,17003.209249000065,0.0,21.482185012120674,0.0,3200,3500,4000,4300,5600,7000,8700,10000,16000,17000,17000
GET,GET /api/orders (cached),4479,0,3400,3766.4622154516796,11.92695499776164,23548.97445000097,9017.457021656619,37.48293987895929,0.0,3400,4000,4400,5000,6600,8000,10000,11000,17000,24000,24000
GET,GET /api/products,4555,0,3300,3742.992442861222,31.801892000657972,17608.83919600019,3829.0,38.118953147724845,0.0,3300,3800,4500,5000,6600,8000,10000,12000,16000,18000,18000
GET,GET /api/products/{id},4422,0,2700,2364.4762309251896,4.575085004034918,3742.3841540003195,190.63681592039802,37.005929927385125,0.0,2700,3000,3100,3100,3300,3400,3500,3600,3700,3700,3700
GET,GET /api/users/me,4532,0,2700,2371.5032223239054,5.265795000013895,3726.715343000251,134.5130185348632,37.92647544796685,0.0,2700,3000,3100,3100,3300,3400,3500,3600,3700,3700,3700
PATCH,PATCH /api/orders/{id}/status,2568,0,3100,3499.585113081341,26.94373900158098,19249.13506199664,636.821261682243,21.490553607762326,0.0,3100,3500,3800,4300,5700,7000,9100,12000,17000,19000,19000
POST,POST /api/orders,4567,0,3100,3309.6937288045965,17.305342997133266,19640.028289002657,643.1458287716225,38.21937629542467,0.0,3100,3400,3700,4100,5600,7100,8800,11000,16000,20000,20000
,Aggregated,27690,0,3000,3185.2976408478617,4.575085004034918,23548.97445000097,2306.0851570964246,231.72641331734377,0.0,3000,3300,3600,3800,5300,6800,8600,11000,16000,20000,24000
