timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T14:37:39,5.32,531533824,33021190144,1.61,75742,16130,0,0
2026-06-22T14:37:45,207.79,633237504,33021190144,1.92,3918969,4324033,0,0
2026-06-22T14:37:53,209.99,775536640,33021190144,2.35,11077351,12199256,0,0
2026-06-22T14:38:01,176.19,780468224,33021190144,2.36,17385978,19480732,0,0
2026-06-22T14:38:09,135.10,868306944,33021190144,2.63,24800914,28010555,0,0
2026-06-22T14:38:17,95.89,871911424,33021190144,2.64,31683546,35796391,0,0
2026-06-22T14:38:25,79.96,879972352,33021190144,2.66,38735149,44029413,0,0
2026-06-22T14:38:33,51.89,898879488,33021190144,2.72,45548662,51992402,0,0
2026-06-22T14:38:41,99.31,999354368,33021190144,3.03,52632244,60457461,0,0
2026-06-22T14:38:49,59.24,1000304640,33021190144,3.03,59556161,68435224,0,0
2026-06-22T14:38:57,56.98,1000558592,33021190144,3.03,67060714,77229952,0,0
2026-06-22T14:39:05,88.13,1001385984,33021190144,3.03,74512529,86251377,0,0
2026-06-22T14:39:13,49.23,1001885696,33021190144,3.03,81768596,94503075,0,0
2026-06-22T14:39:21,47.92,1001889792,33021190144,3.03,88893768,103045998,0,0
2026-06-22T14:39:29,46.51,1001979904,33021190144,3.03,96321468,111677225,0,0
2026-06-22T14:39:38,41.38,1002274816,33021190144,3.04,103380691,120085221,0,0
