timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T14:37:39,34.97,1123733504,33021190144,3.40,13275863,10923179,0,0
2026-06-22T14:37:45,229.01,1608278016,33021190144,4.87,17552136,99148660,0,0
2026-06-22T14:37:53,249.21,1803313152,33021190144,5.46,22883053,205385710,0,0
2026-06-22T14:38:01,283.79,1852928000,33021190144,5.61,28345497,314284782,0,0
2026-06-22T14:38:09,285.75,1761292288,33021190144,5.33,34109711,424189135,0,0
2026-06-22T14:38:17,299.14,2033225728,33021190144,6.16,39770026,534763478,0,0
2026-06-22T14:38:25,329.04,1739464704,33021190144,5.27,45565982,647897919,0,0
2026-06-22T14:38:33,333.83,1784320000,33021190144,5.40,51196514,771905158,0,0
2026-06-22T14:38:41,334.29,1768636416,33021190144,5.36,56910715,891482128,0,0
2026-06-22T14:38:49,389.36,1861087232,33021190144,5.64,62602226,1014745024,0,0
2026-06-22T14:38:57,367.98,1765863424,33021190144,5.35,68732834,1144984220,0,0
2026-06-22T14:39:05,358.97,1804718080,33021190144,5.47,75106447,1269638633,0,0
2026-06-22T14:39:13,378.29,1811783680,33021190144,5.49,81042283,1393597490,0,0
2026-06-22T14:39:21,325.99,1767636992,33021190144,5.35,87266927,1514659180,0,0
2026-06-22T14:39:29,349.84,1746436096,33021190144,5.29,93074776,1638488158,0,0
2026-06-22T14:39:38,333.43,1840488448,33021190144,5.57,99401789,1761951508,0,0
