timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T11:57:11,100.81,61239296,33021190144,0.19,19057444,4004828,0,0
2026-06-22T11:57:29,101.49,87777280,33021190144,0.27,67618700,13915624,0,0
2026-06-22T11:57:47,100.28,97656832,33021190144,0.30,123587924,24856136,0,0
2026-06-22T11:58:06,101.39,99561472,33021190144,0.30,177688702,35293416,0,0
2026-06-22T11:58:24,101.30,98295808,33021190144,0.30,231141242,45730515,0,0
2026-06-22T11:58:42,100.76,99868672,33021190144,0.30,288556994,56552383,0,0
