timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T05:57:17,45.72,49688576,33021190144,0.15,2444387,462355,0,0
2026-06-22T05:57:25,97.25,57098240,33021190144,0.17,15364379,3132415,0,0
2026-06-22T05:57:33,101.14,68096000,33021190144,0.21,35669384,7270295,0,0
2026-06-22T05:57:41,101.30,79077376,33021190144,0.24,58548491,11968041,0,0
2026-06-22T05:57:50,102.22,92135424,33021190144,0.28,82775547,16776114,0,0
2026-06-22T05:57:58,101.50,98037760,33021190144,0.30,107214870,21516820,0,0
2026-06-22T05:58:06,100.97,96256000,33021190144,0.29,132346024,26295231,0,0
2026-06-22T05:58:14,100.78,96559104,33021190144,0.29,157951395,31230176,0,0
2026-06-22T05:58:22,101.53,97128448,33021190144,0.29,183124971,36216670,0,0
2026-06-22T05:58:30,101.74,97234944,33021190144,0.29,208289920,41049435,0,0
2026-06-22T05:58:38,100.18,96571392,33021190144,0.29,233627790,45872074,0,0
2026-06-22T05:58:46,101.24,96362496,33021190144,0.29,258599665,50747261,0,0
2026-06-22T05:58:54,100.78,96604160,33021190144,0.29,283904605,55760546,0,0
2026-06-22T05:59:02,100.97,97677312,33021190144,0.30,309735579,60678150,0,0
2026-06-22T05:59:10,101.64,99819520,33021190144,0.30,334908600,65533794,0,0
