timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T05:57:11,1.34,8478720,33021190144,0.03,424069,159366,0,0
2026-06-22T05:57:17,5.68,8916992,33021190144,0.03,4638282,2210077,0,0
2026-06-22T05:57:25,4.31,9568256,33021190144,0.03,12840076,6130662,0,0
2026-06-22T05:57:33,4.05,9957376,33021190144,0.03,22510299,10451179,0,0
2026-06-22T05:57:41,3.54,10346496,33021190144,0.03,33196897,15036896,0,0
2026-06-22T05:57:50,3.37,10792960,33021190144,0.03,44321535,19538546,0,0
2026-06-22T05:57:58,5.63,10792960,33021190144,0.03,55330738,24491864,0,0
2026-06-22T05:58:06,3.64,11137024,33021190144,0.03,66510233,29563435,0,0
2026-06-22T05:58:14,3.75,11067392,33021190144,0.03,78180182,34215594,0,0
2026-06-22T05:58:22,3.40,10768384,33021190144,0.03,89745396,38961595,0,0
2026-06-22T05:58:30,3.77,10842112,33021190144,0.03,101344812,43653204,0,0
2026-06-22T05:58:38,6.59,10989568,33021190144,0.03,113244456,48271791,0,0
2026-06-22T05:58:46,3.77,10948608,33021190144,0.03,125098858,52716867,0,0
2026-06-22T05:58:54,6.07,10969088,33021190144,0.03,137332730,56982078,0,0
2026-06-22T05:59:02,3.48,11288576,33021190144,0.03,149427564,61482624,0,0
2026-06-22T05:59:10,0.56,10993664,33021190144,0.03,159564250,65275716,0,0
