timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T14:42:02,13.86,1128620032,33021190144,3.42,14277468,10147129,0,0
2026-06-22T14:42:08,160.64,1530478592,33021190144,4.63,95724765,15005322,0,0
2026-06-22T14:42:16,155.83,1582931968,33021190144,4.79,188616711,21024233,0,0
2026-06-22T14:42:24,206.11,1649188864,33021190144,4.99,293001918,27087057,0,0
2026-06-22T14:42:32,206.12,1726648320,33021190144,5.23,407794607,34206436,0,0
2026-06-22T14:42:40,201.15,1654628352,33021190144,5.01,524202740,41602986,0,0
2026-06-22T14:42:49,182.97,1610493952,33021190144,4.88,645426504,48737579,0,0
2026-06-22T14:42:57,201.64,1656913920,33021190144,5.02,765237772,56484356,0,0
2026-06-22T14:43:05,218.88,1634959360,33021190144,4.95,887237610,64080959,0,0
2026-06-22T14:43:13,203.20,1583353856,33021190144,4.79,1009045924,71363699,0,0
2026-06-22T14:43:21,208.11,1629089792,33021190144,4.93,1121937572,78891334,0,0
2026-06-22T14:43:29,201.13,1700999168,33021190144,5.15,1235334707,86418158,0,0
2026-06-22T14:43:37,214.62,1672937472,33021190144,5.07,1356686540,93422500,0,0
2026-06-22T14:43:45,227.92,1770057728,33021190144,5.36,1484900014,100721427,0,0
2026-06-22T14:43:53,203.83,1746980864,33021190144,5.29,1603589669,108049466,0,0
2026-06-22T14:44:01,195.71,1701318656,33021190144,5.15,1721638718,115044467,0,0
