Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,DELETE /api/orders/{id},2616,0,3100,3463.4989441942826,14.330111996969208,13412.506059998123,0.0,21.810755301340453,0.0,3100,3500,4100,4500,5800,6900,8300,9300,12000,13000,13000
GET,GET /api/orders (cached),4663,0,3500,3731.570018008722,7.133364997571334,18054.701148997992,9305.274930302381,38.87750457574562,0.0,3500,4000,4500,5100,6500,8000,9700,11000,14000,18000,18000
GET,GET /api/products,4642,0,3200,3620.692948775858,18.971723002323415,17413.049590999435,3829.0,38.702418237317424,0.0,3200,3800,4400,5000,6600,8000,9600,11000,14000,17000,17000
GET,GET /api/products/{id},4702,0,2700,2260.6338408736547,5.610347994661424,3768.7091789994156,190.59868141216504,39.20266491854083,0.0,2700,2900,3000,3000,3200,3400,3500,3600,3700,3800,3800
GET,GET /api/users/me,4642,0,2800,2274.22969259539,5.007805004424881,3724.130228998547,134.46725549332186,38.702418237317424,0.0,2800,2900,3000,3100,3200,3400,3500,3600,3700,3700,3700
PATCH,PATCH /api/orders/{id}/status,2658,0,3100,3362.9583147618223,12.53210199502064,15915.564415998233,641.961625282167,22.16092797819684,0.0,3100,3500,3900,4300,5600,6900,8200,9300,13000,16000,16000
POST,POST /api/orders,4725,0,3000,3166.8282528000154,15.706571997725405,13642.372271002387,647.4186243386243,39.394426146343136,0.0,3000,3400,3700,4100,5500,6600,8000,8900,13000,14000,14000
,Aggregated,28648,0,3000,3084.2139817137936,5.007805004424881,18054.701148997992,2354.45734431723,238.85111539480172,0.0,3000,3300,3600,3900,5300,6700,8400,9400,13000,16000,18000
