timestamp,cpu_percent,mem_usage_bytes,mem_limit_bytes,mem_percent,net_rx_bytes,net_tx_bytes,blk_read_bytes,blk_write_bytes
2026-06-22T14:46:22,88.29,1247399936,33021190144,3.78,25847637,10905452,0,0
2026-06-22T14:46:28,159.57,1530413056,33021190144,4.63,108088557,16453803,0,0
2026-06-22T14:46:36,147.85,1717346304,33021190144,5.20,198945848,22446804,0,0
2026-06-22T14:46:44,182.76,1645568000,33021190144,4.98,298948889,28944459,0,0
2026-06-22T14:46:52,210.77,1600561152,33021190144,4.85,402046568,35138335,0,0
2026-06-22T14:47:00,189.16,1711722496,33021190144,5.18,526050793,42290411,0,0
2026-06-22T14:47:08,202.11,1621209088,33021190144,4.91,642646414,50266766,0,0
2026-06-22T14:47:16,186.62,1693626368,33021190144,5.13,762000356,57831803,0,0
2026-06-22T14:47:24,220.80,1637175296,33021190144,4.96,881938759,65276084,0,0
2026-06-22T14:47:32,213.80,1774518272,33021190144,5.37,1004673093,73209315,0,0
2026-06-22T14:47:40,228.80,1795117056,33021190144,5.44,1123542914,80884702,0,0
2026-06-22T14:47:48,225.37,1756958720,33021190144,5.32,1245746699,88227415,0,0
2026-06-22T14:47:56,248.67,1779326976,33021190144,5.39,1375261177,96229639,0,0
2026-06-22T14:48:04,214.75,1739190272,33021190144,5.27,1499078594,103914952,0,0
2026-06-22T14:48:12,226.51,1796083712,33021190144,5.44,1626386175,111418703,0,0
2026-06-22T14:48:20,238.23,1718468608,33021190144,5.20,1753222618,118955475,0,0
