Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,DELETE /api/orders/{id},14866,0,420,386.50197403060594,5.482972000208974,710.2481369993257,0.0,122.34362613442141,0.0,420,460,490,500,530,560,580,590,640,690,710
GET,GET /api/orders (cached),19532,0,410,368.31322507168267,3.366602999449242,725.276379999741,10435.972353061643,160.74369068058112,0.0,410,460,480,500,530,550,580,590,630,710,730
GET,GET /api/products,19478,0,390,354.7372525527787,3.841534999992291,679.9331110005369,3790.0,160.29928358981974,0.0,390,440,470,480,520,540,570,580,620,660,680
GET,GET /api/products/{id},19497,0,380,349.50925462229947,2.416529000583978,663.8302990004377,190.57865312612196,160.45564904768023,0.0,380,430,460,480,520,540,570,580,620,650,660
GET,GET /api/users/me,19804,0,380,351.31767539572684,2.6023720001830952,725.0585249994401,134.42087457079379,162.98218565626811,0.0,380,430,460,480,520,540,570,580,620,710,730
PATCH,PATCH /api/orders/{id}/status,14591,0,430,386.56084111890704,5.232896000052278,701.121740000417,638.0433143718731,120.08044187591436,0.0,430,470,490,500,530,560,580,590,630,700,700
POST,POST /api/orders,19215,0,420,378.244758546814,6.421844999749737,706.6258289996767,644.591725214676,158.134856462593,0.0,420,470,490,500,540,560,580,590,640,710,710
,Aggregated,126983,0,400,366.4219928054364,2.416529000583978,725.276379999741,2407.6477559988343,1045.039733447278,0.0,400,450,480,490,530,550,570,590,630,700,730
